# Frequency (MHz)    Transmission (dB)    Reflection (dB)
1.501989e+02    -7.825602e+00    -1.346725e+01
1.513561e+02    -7.843680e+00    -1.345561e+01
1.525223e+02    -7.861953e+00    -1.343878e+01
1.536975e+02    -7.880396e+00    -1.341683e+01
1.548817e+02    -7.898978e+00    -1.338989e+01
1.560750e+02    -7.917663e+00    -1.335813e+01
1.572775e+02    -7.936430e+00    -1.332174e+01
1.584893e+02    -7.955274e+00    -1.328092e+01
1.597104e+02    -7.974210e+00    -1.323581e+01
1.609410e+02    -7.993267e+00    -1.318657e+01
1.621810e+02    -8.012480e+00    -1.313333e+01
1.634306e+02    -8.031871e+00    -1.307626e+01
1.646898e+02    -8.051440e+00    -1.301558e+01
1.659587e+02    -8.071166e+00    -1.295154e+01
1.672374e+02    -8.091008e+00    -1.288448e+01
1.685259e+02    -8.110925e+00    -1.281471e+01
1.698244e+02    -8.130886e+00    -1.274255e+01
1.711328e+02    -8.150886e+00    -1.266827e+01
1.724514e+02    -8.170948e+00    -1.259209e+01
1.737801e+02    -8.191114e+00    -1.251420e+01
1.751190e+02    -8.211427e+00    -1.243478e+01
1.764683e+02    -8.231911e+00    -1.235407e+01
1.778279e+02    -8.252558e+00    -1.227232e+01
1.791981e+02    -8.273332e+00    -1.218986e+01
1.805788e+02    -8.294181e+00    -1.210699e+01
1.819701e+02    -8.315062e+00    -1.202401e+01
1.833721e+02    -8.335963e+00    -1.194115e+01
1.847850e+02    -8.356908e+00    -1.185856e+01
1.862087e+02    -8.377953e+00    -1.177639e+01
1.876434e+02    -8.399156e+00    -1.169475e+01
1.890892e+02    -8.420555e+00    -1.161383e+01
1.905461e+02    -8.442145e+00    -1.153386e+01
1.920142e+02    -8.463882e+00    -1.145511e+01
1.934936e+02    -8.485710e+00    -1.137782e+01
1.949845e+02    -8.507590e+00    -1.130220e+01
1.964868e+02    -8.529530e+00    -1.122837e+01
1.980007e+02    -8.551585e+00    -1.115639e+01
1.995262e+02    -8.573839e+00    -1.108632e+01
2.010635e+02    -8.596365e+00    -1.101828e+01
2.026127e+02    -8.619189e+00    -1.095244e+01
2.041738e+02    -8.642281e+00    -1.088902e+01
2.057469e+02    -8.665585e+00    -1.082823e+01
2.073322e+02    -8.689055e+00    -1.077022e+01
2.089296e+02    -8.712704e+00    -1.071506e+01
2.105394e+02    -8.736609e+00    -1.066274e+01
2.121615e+02    -8.760887e+00    -1.061328e+01
2.137962e+02    -8.785635e+00    -1.056676e+01
2.154435e+02    -8.810894e+00    -1.052335e+01
2.171034e+02    -8.836635e+00    -1.048324e+01
2.187762e+02    -8.862800e+00    -1.044656e+01
2.204618e+02    -8.889368e+00    -1.041338e+01
2.221604e+02    -8.916399e+00    -1.038364e+01
2.238721e+02    -8.944029e+00    -1.035727e+01
2.255970e+02    -8.972412e+00    -1.033428e+01
2.273352e+02    -9.001652e+00    -1.031473e+01
2.290868e+02    -9.031762e+00    -1.029877e+01
2.308518e+02    -9.062694e+00    -1.028646e+01
2.326305e+02    -9.094420e+00    -1.027776e+01
2.344229e+02    -9.127002e+00    -1.027251e+01
2.362291e+02    -9.160605e+00    -1.027049e+01
2.380492e+02    -9.195433e+00    -1.027157e+01
2.398833e+02    -9.231631e+00    -1.027569e+01
2.417315e+02    -9.269232e+00    -1.028283e+01
2.435940e+02    -9.308191e+00    -1.029283e+01
2.454709e+02    -9.348491e+00    -1.030540e+01
2.473622e+02    -9.390235e+00    -1.032007e+01
2.492681e+02    -9.433646e+00    -1.033637e+01
2.511886e+02    -9.478966e+00    -1.035391e+01
2.531240e+02    -9.526333e+00    -1.037238e+01
2.550743e+02    -9.575742e+00    -1.039137e+01
2.570396e+02    -9.627136e+00    -1.041029e+01
2.590200e+02    -9.680543e+00    -1.042831e+01
2.610157e+02    -9.736158e+00    -1.044454e+01
2.630268e+02    -9.794265e+00    -1.045819e+01
2.650534e+02    -9.855073e+00    -1.046859e+01
2.670956e+02    -9.918608e+00    -1.047504e+01
2.691535e+02    -9.984774e+00    -1.047660e+01
2.712273e+02    -1.005354e+01    -1.047217e+01
2.733170e+02    -1.012505e+01    -1.046064e+01
2.754229e+02    -1.019961e+01    -1.044112e+01
2.775450e+02    -1.027744e+01    -1.041299e+01
2.796834e+02    -1.035853e+01    -1.037563e+01
2.818383e+02    -1.044271e+01    -1.032828e+01
2.840098e+02    -1.052989e+01    -1.027015e+01
2.861980e+02    -1.062021e+01    -1.020070e+01
2.884032e+02    -1.071395e+01    -1.011982e+01
2.906252e+02    -1.081128e+01    -1.002769e+01
2.928645e+02    -1.091205e+01    -9.924458e+00
2.951209e+02    -1.101598e+01    -9.810184e+00
2.973948e+02    -1.112295e+01    -9.685090e+00
2.996861e+02    -1.123317e+01    -9.549812e+00
3.019952e+02    -1.134688e+01    -9.405320e+00
3.043220e+02    -1.146403e+01    -9.252562e+00
3.066667e+02    -1.158425e+01    -9.092269e+00
3.090295e+02    -1.170720e+01    -8.925140e+00
3.114106e+02    -1.183291e+01    -8.752147e+00
3.138099e+02    -1.196166e+01    -8.574514e+00
3.162278e+02    -1.209348e+01    -8.393358e+00
3.186642e+02    -1.222793e+01    -8.209461e+00
3.211195e+02    -1.236451e+01    -8.023453e+00
3.235937e+02    -1.250313e+01    -7.836152e+00
3.260869e+02    -1.264408e+01    -7.648563e+00
3.285993e+02    -1.278742e+01    -7.461513e+00
3.311311e+02    -1.293265e+01    -7.275452e+00
3.336824e+02    -1.307913e+01    -7.090699e+00
3.362534e+02    -1.322676e+01    -6.907782e+00
3.388442e+02    -1.337590e+01    -6.727371e+00
3.414549e+02    -1.352657e+01    -6.549888e+00
3.440857e+02    -1.367811e+01    -6.375408e+00
3.467369e+02    -1.382982e+01    -6.204006e+00
3.494084e+02    -1.398179e+01    -6.036026e+00
3.521005e+02    -1.413446e+01    -5.871851e+00
3.548134e+02    -1.428763e+01    -5.711532e+00
3.575472e+02    -1.444039e+01    -5.554896e+00
3.603020e+02    -1.459225e+01    -5.401969e+00
3.630781e+02    -1.474366e+01    -5.253021e+00
3.658755e+02    -1.489497e+01    -5.108153e+00
3.686945e+02    -1.504545e+01    -4.967128e+00
3.715352e+02    -1.519415e+01    -4.829753e+00
3.743978e+02    -1.534120e+01    -4.696166e+00
3.772825e+02    -1.548733e+01    -4.566504e+00
3.801894e+02    -1.563219e+01    -4.440554e+00
3.831187e+02    -1.577457e+01    -4.318011e+00
3.860705e+02    -1.591424e+01    -4.198907e+00
3.890451e+02    -1.605208e+01    -4.083399e+00
3.920427e+02    -1.618813e+01    -3.971306e+00
3.950633e+02    -1.632104e+01    -3.862281e+00
3.981072e+02    -1.645027e+01    -3.756304e+00
4.011745e+02    -1.657687e+01    -3.653540e+00
4.042655e+02    -1.670105e+01    -3.553821e+00
4.073803e+02    -1.682133e+01    -3.456785e+00
4.105191e+02    -1.693707e+01    -3.362425e+00
4.136820e+02    -1.704951e+01    -3.270910e+00
4.168694e+02    -1.715883e+01    -3.182038e+00
4.200813e+02    -1.726328e+01    -3.095464e+00
4.233179e+02    -1.736246e+01    -3.011247e+00
4.265795e+02    -1.745782e+01    -2.929537e+00
4.298662e+02    -1.754915e+01    -2.850057e+00
4.331783e+02    -1.763445e+01    -2.772526e+00
4.365158e+02    -1.771395e+01    -2.697112e+00
4.398791e+02    -1.778920e+01    -2.623875e+00
4.432683e+02    -1.785905e+01    -2.552450e+00
4.466836e+02    -1.792169e+01    -2.482720e+00
4.501252e+02    -1.797839e+01    -2.414928e+00
4.535933e+02    -1.803004e+01    -2.348940e+00
4.570882e+02    -1.807439e+01    -2.284400e+00
4.606100e+02    -1.811081e+01    -2.221442e+00
4.641589e+02    -1.814131e+01    -2.160215e+00
4.677351e+02    -1.816493e+01    -2.100365e+00
4.713390e+02    -1.817937e+01    -2.041777e+00
4.749705e+02    -1.818605e+01    -1.984738e+00
4.786301e+02    -1.818583e+01    -1.929070e+00
4.823178e+02    -1.817590e+01    -1.874460e+00
4.860340e+02    -1.815621e+01    -1.821162e+00
4.897788e+02    -1.812875e+01    -1.769217e+00
4.935525e+02    -1.809129e+01    -1.718229e+00
4.973552e+02    -1.804227e+01    -1.668336e+00
5.011872e+02    -1.798395e+01    -1.619747e+00
5.050488e+02    -1.791507e+01    -1.572083e+00
5.089401e+02    -1.783300e+01    -1.525356e+00
5.128614e+02    -1.773975e+01    -1.479886e+00
5.168129e+02    -1.763485e+01    -1.435345e+00
5.207948e+02    -1.751511e+01    -1.391671e+00
5.248075e+02    -1.738206e+01    -1.349247e+00
5.288510e+02    -1.723569e+01    -1.307808e+00
5.329257e+02    -1.707250e+01    -1.267272e+00
5.370318e+02    -1.689369e+01    -1.228089e+00
5.411695e+02    -1.669921e+01    -1.190036e+00
5.453391e+02    -1.648542e+01    -1.153103e+00
5.495409e+02    -1.625335e+01    -1.117824e+00
5.537750e+02    -1.600251e+01    -1.084031e+00
5.580417e+02    -1.572920e+01    -1.051913e+00
5.623413e+02    -1.543445e+01    -1.022146e+00
5.666741e+02    -1.511688e+01    -9.947082e-01
5.710402e+02    -1.477300e+01    -9.702124e-01
5.754399e+02    -1.440375e+01    -9.496253e-01
5.798736e+02    -1.400661e+01    -9.333787e-01
5.843414e+02    -1.357875e+01    -9.229755e-01
5.888437e+02    -1.312081e+01    -9.201207e-01
5.933806e+02    -1.262938e+01    -9.266044e-01
5.979525e+02    -1.210311e+01    -9.459258e-01
6.025596e+02    -1.154233e+01    -9.820427e-01
6.072022e+02    -1.094461e+01    -1.040644e+00
6.118806e+02    -1.031181e+01    -1.130439e+00
6.165950e+02    -9.646524e+00    -1.262604e+00
6.213458e+02    -8.952865e+00    -1.454006e+00
6.261331e+02    -8.242135e+00    -1.728263e+00
6.309573e+02    -7.529420e+00    -2.117581e+00
6.358188e+02    -6.839051e+00    -2.666407e+00
6.407176e+02    -6.205618e+00    -3.428548e+00
6.456542e+02    -5.669342e+00    -4.459681e+00
6.500000e+02    -5.314362e+00    -5.604181e+00
6.506289e+02    -5.273532e+00    -5.786507e+00
6.510417e+02    -5.248253e+00    -5.908116e+00
6.520833e+02    -5.189898e+00    -6.221007e+00
6.531250e+02    -5.139410e+00    -6.540847e+00
6.541667e+02    -5.096862e+00    -6.865069e+00
6.552083e+02    -5.062277e+00    -7.190474e+00
6.556418e+02    -5.050227e+00    -7.325350e+00
6.562500e+02    -5.035638e+00    -7.513177e+00
6.572917e+02    -5.016883e+00    -7.828596e+00
6.583333e+02    -5.005906e+00    -8.131492e+00
6.593750e+02    -5.002554e+00    -8.416099e+00
6.604167e+02    -5.006627e+00    -8.676358e+00
6.606934e+02    -5.008928e+00    -8.740646e+00
6.614583e+02    -5.017877e+00    -8.906257e+00
6.625000e+02    -5.036008e+00    -9.100271e+00
6.635417e+02    -5.060686e+00    -9.253823e+00
6.645833e+02    -5.091542e+00    -9.363726e+00
6.656250e+02    -5.128183e+00    -9.428493e+00
6.657840e+02    -5.134258e+00    -9.434404e+00
6.666667e+02    -5.170200e+00    -9.448460e+00
6.677083e+02    -5.217179e+00    -9.425701e+00
6.687500e+02    -5.268710e+00    -9.363744e+00
6.697917e+02    -5.324390e+00    -9.267175e+00
6.708333e+02    -5.383830e+00    -9.141194e+00
6.709137e+02    -5.388562e+00    -9.130407e+00
6.718750e+02    -5.446650e+00    -8.991203e+00
6.729167e+02    -5.512481e+00    -8.822466e+00
6.739583e+02    -5.580960e+00    -8.639871e+00
6.750000e+02    -5.651732e+00    -8.447782e+00
6.760830e+02    -5.727363e+00    -8.242046e+00
6.812921e+02    -6.108688e+00    -7.258455e+00
6.865413e+02    -6.497698e+00    -6.396515e+00
6.918310e+02    -6.871227e+00    -5.702274e+00
6.971614e+02    -7.211733e+00    -5.165572e+00
7.025329e+02    -7.510263e+00    -4.762225e+00
7.079458e+02    -7.761304e+00    -4.472749e+00
7.134004e+02    -7.962918e+00    -4.281720e+00
7.188970e+02    -8.117716e+00    -4.181313e+00
7.244360e+02    -8.228858e+00    -4.168401e+00
7.300176e+02    -8.306482e+00    -4.244522e+00
7.356423e+02    -8.361685e+00    -4.414424e+00
7.413102e+02    -8.414462e+00    -4.680898e+00
7.470219e+02    -8.488515e+00    -5.039747e+00
7.527776e+02    -8.615047e+00    -5.462611e+00
7.550000e+02    -8.684965e+00    -5.629791e+00
7.559583e+02    -8.719387e+00    -5.700374e+00
7.569167e+02    -8.756558e+00    -5.769285e+00
7.578750e+02    -8.796608e+00    -5.835955e+00
7.585776e+02    -8.827876e+00    -5.883069e+00
7.588333e+02    -8.839671e+00    -5.899798e+00
7.597917e+02    -8.885882e+00    -5.960223e+00
7.607500e+02    -8.935374e+00    -6.016642e+00
7.617083e+02    -8.988268e+00    -6.068479e+00
7.626667e+02    -9.044668e+00    -6.115176e+00
7.636250e+02    -9.104657e+00    -6.156196e+00
7.644223e+02    -9.157342e+00    -6.185636e+00
7.645833e+02    -9.168294e+00    -6.191039e+00
7.655417e+02    -9.235610e+00    -6.219240e+00
7.665000e+02    -9.306618e+00    -6.240389e+00
7.674583e+02    -9.381311e+00    -6.254137e+00
7.684167e+02    -9.459674e+00    -6.260213e+00
7.693750e+02    -9.541683e+00    -6.258438e+00
7.703120e+02    -9.625371e+00    -6.249033e+00
7.703333e+02    -9.627316e+00    -6.248731e+00
7.712917e+02    -9.716549e+00    -6.231117e+00
7.722500e+02    -9.809360e+00    -6.205727e+00
7.732083e+02    -9.905722e+00    -6.172787e+00
7.741667e+02    -1.000560e+01    -6.132612e+00
7.751250e+02    -1.010894e+01    -6.085588e+00
7.760833e+02    -1.021567e+01    -6.032156e+00
7.762471e+02    -1.023425e+01    -6.022417e+00
7.770417e+02    -1.032571e+01    -5.972795e+00
7.780000e+02    -1.043892e+01    -5.908011e+00
7.822280e+02    -1.097261e+01    -5.570874e+00
7.882549e+02    -1.181127e+01    -5.013073e+00
7.943282e+02    -1.272130e+01    -4.450888e+00
8.004484e+02    -1.366884e+01    -3.937848e+00
8.066157e+02    -1.463217e+01    -3.494277e+00
8.128305e+02    -1.558812e+01    -3.118999e+00
8.190932e+02    -1.652788e+01    -2.805230e+00
8.254042e+02    -1.743755e+01    -2.542089e+00
8.317638e+02    -1.831756e+01    -2.321216e+00
8.381724e+02    -1.915825e+01    -2.133731e+00
8.446303e+02    -1.996563e+01    -1.973937e+00
8.511380e+02    -2.073090e+01    -1.835946e+00
8.576959e+02    -2.146333e+01    -1.716177e+00
8.643043e+02    -2.215398e+01    -1.611046e+00
8.709636e+02    -2.281287e+01    -1.518077e+00
8.776742e+02    -2.343271e+01    -1.435392e+00
8.844365e+02    -2.402017e+01    -1.360907e+00
8.912509e+02    -2.457389e+01    -1.294002e+00
8.981179e+02    -2.509192e+01    -1.232716e+00
9.050377e+02    -2.558331e+01    -1.177143e+00
9.120108e+02    -2.603480e+01    -1.125660e+00
9.190377e+02    -2.646469e+01    -1.078333e+00
9.261187e+02    -2.685468e+01    -1.034388e+00
9.332543e+02    -2.722030e+01    -9.932022e-01
9.404449e+02    -2.755465e+01    -9.550704e-01
9.476908e+02    -2.785343e+01    -9.187570e-01
9.549926e+02    -2.813271e+01    -8.849318e-01
9.623506e+02    -2.836884e+01    -8.527684e-01
9.697654e+02    -2.858434e+01    -8.220990e-01
9.772372e+02    -2.876665e+01    -7.933359e-01
9.847667e+02    -2.891042e+01    -7.653776e-01
9.923541e+02    -2.903625e+01    -7.389544e-01
1.000000e+03    -2.911607e+01    -7.136388e-01
