# Frequency (MHz)    Transmission (dB)    Reflection (dB)
1.778279e+02    -9.525426e+00    -3.208044e+00
1.791981e+02    -9.530208e+00    -3.201603e+00
1.805788e+02    -9.535055e+00    -3.195091e+00
1.819701e+02    -9.539967e+00    -3.188508e+00
1.833721e+02    -9.544946e+00    -3.181854e+00
1.847850e+02    -9.549991e+00    -3.175129e+00
1.862087e+02    -9.555103e+00    -3.168331e+00
1.876434e+02    -9.560285e+00    -3.161461e+00
1.890892e+02    -9.565535e+00    -3.154518e+00
1.905461e+02    -9.570855e+00    -3.147502e+00
1.920142e+02    -9.576246e+00    -3.140412e+00
1.934936e+02    -9.581708e+00    -3.133249e+00
1.949845e+02    -9.587242e+00    -3.126012e+00
1.964868e+02    -9.592849e+00    -3.118700e+00
1.980007e+02    -9.598530e+00    -3.111314e+00
1.995262e+02    -9.604286e+00    -3.103853e+00
2.010635e+02    -9.610117e+00    -3.096316e+00
2.026127e+02    -9.616024e+00    -3.088705e+00
2.041738e+02    -9.622007e+00    -3.081017e+00
2.057469e+02    -9.628069e+00    -3.073254e+00
2.073322e+02    -9.634209e+00    -3.065414e+00
2.089296e+02    -9.640428e+00    -3.057499e+00
2.105394e+02    -9.646727e+00    -3.049507e+00
2.121615e+02    -9.653107e+00    -3.041438e+00
2.137962e+02    -9.659568e+00    -3.033292e+00
2.154435e+02    -9.666112e+00    -3.025070e+00
2.171034e+02    -9.672740e+00    -3.016770e+00
2.187762e+02    -9.679451e+00    -3.008393e+00
2.204618e+02    -9.686247e+00    -2.999939e+00
2.221604e+02    -9.693129e+00    -2.991408e+00
2.238721e+02    -9.700097e+00    -2.982799e+00
2.255970e+02    -9.707153e+00    -2.974113e+00
2.273352e+02    -9.714296e+00    -2.965349e+00
2.290868e+02    -9.721529e+00    -2.956508e+00
2.308518e+02    -9.728851e+00    -2.947590e+00
2.326305e+02    -9.736263e+00    -2.938594e+00
2.344229e+02    -9.743767e+00    -2.929521e+00
2.362291e+02    -9.751362e+00    -2.920370e+00
2.380492e+02    -9.759051e+00    -2.911142e+00
2.398833e+02    -9.766833e+00    -2.901838e+00
2.417315e+02    -9.774709e+00    -2.892456e+00
2.435940e+02    -9.782681e+00    -2.882997e+00
2.454709e+02    -9.790749e+00    -2.873462e+00
2.473622e+02    -9.798913e+00    -2.863850e+00
2.492681e+02    -9.807174e+00    -2.854162e+00
2.511886e+02    -9.815534e+00    -2.844398e+00
2.531240e+02    -9.823993e+00    -2.834558e+00
2.550743e+02    -9.832552e+00    -2.824643e+00
2.570396e+02    -9.841211e+00    -2.814652e+00
2.590200e+02    -9.849971e+00    -2.804587e+00
2.610157e+02    -9.858833e+00    -2.794447e+00
2.630268e+02    -9.867798e+00    -2.784233e+00
2.650534e+02    -9.876866e+00    -2.773945e+00
2.670956e+02    -9.886038e+00    -2.763583e+00
2.691535e+02    -9.895315e+00    -2.753149e+00
2.712273e+02    -9.904697e+00    -2.742642e+00
2.733170e+02    -9.914186e+00    -2.732063e+00
2.754229e+02    -9.923781e+00    -2.721413e+00
2.775450e+02    -9.933484e+00    -2.710692e+00
2.796834e+02    -9.943294e+00    -2.699900e+00
2.818383e+02    -9.953214e+00    -2.689038e+00
2.840098e+02    -9.963242e+00    -2.678107e+00
2.861980e+02    -9.973381e+00    -2.667107e+00
2.884032e+02    -9.983630e+00    -2.656040e+00
2.906252e+02    -9.993989e+00    -2.644905e+00
2.928645e+02    -1.000446e+01    -2.633703e+00
2.951209e+02    -1.001504e+01    -2.622435e+00
2.973948e+02    -1.002574e+01    -2.611102e+00
2.996861e+02    -1.003655e+01    -2.599705e+00
3.019952e+02    -1.004747e+01    -2.588244e+00
3.043220e+02    -1.005851e+01    -2.576720e+00
3.066667e+02    -1.006966e+01    -2.565134e+00
3.090295e+02    -1.008093e+01    -2.553488e+00
3.114106e+02    -1.009231e+01    -2.541780e+00
3.138099e+02    -1.010381e+01    -2.530014e+00
3.162278e+02    -1.011542e+01    -2.518189e+00
3.186642e+02    -1.012715e+01    -2.506307e+00
3.211195e+02    -1.013900e+01    -2.494368e+00
3.235937e+02    -1.015096e+01    -2.482374e+00
3.260869e+02    -1.016305e+01    -2.470325e+00
3.285993e+02    -1.017525e+01    -2.458223e+00
3.311311e+02    -1.018756e+01    -2.446069e+00
3.336824e+02    -1.020000e+01    -2.433864e+00
3.362534e+02    -1.021255e+01    -2.421608e+00
3.388442e+02    -1.022522e+01    -2.409304e+00
3.414549e+02    -1.023801e+01    -2.396952e+00
3.440857e+02    -1.025092e+01    -2.384553e+00
3.467369e+02    -1.026395e+01    -2.372109e+00
3.494084e+02    -1.027709e+01    -2.359621e+00
3.521005e+02    -1.029036e+01    -2.347090e+00
3.548134e+02    -1.030374e+01    -2.334517e+00
3.575472e+02    -1.031724e+01    -2.321904e+00
3.603020e+02    -1.033086e+01    -2.309252e+00
3.630781e+02    -1.034459e+01    -2.296563e+00
3.658755e+02    -1.035845e+01    -2.283837e+00
3.686945e+02    -1.037242e+01    -2.271076e+00
3.715352e+02    -1.038651e+01    -2.258281e+00
3.743978e+02    -1.040072e+01    -2.245454e+00
3.772825e+02    -1.041504e+01    -2.232597e+00
3.801894e+02    -1.042948e+01    -2.219710e+00
3.831187e+02    -1.044404e+01    -2.206796e+00
3.860705e+02    -1.045871e+01    -2.193855e+00
3.890451e+02    -1.047349e+01    -2.180889e+00
3.920427e+02    -1.048839e+01    -2.167899e+00
3.950633e+02    -1.050340e+01    -2.154888e+00
3.981072e+02    -1.051853e+01    -2.141856e+00
4.011745e+02    -1.053377e+01    -2.128806e+00
4.042655e+02    -1.054911e+01    -2.115738e+00
4.073803e+02    -1.056457e+01    -2.102655e+00
4.105191e+02    -1.058014e+01    -2.089557e+00
4.136820e+02    -1.059582e+01    -2.076447e+00
4.168694e+02    -1.061161e+01    -2.063326e+00
4.200813e+02    -1.062750e+01    -2.050196e+00
4.233179e+02    -1.064350e+01    -2.037058e+00
4.265795e+02    -1.065960e+01    -2.023914e+00
4.298662e+02    -1.067580e+01    -2.010765e+00
4.331783e+02    -1.069211e+01    -1.997613e+00
4.365158e+02    -1.070852e+01    -1.984461e+00
4.398791e+02    -1.072503e+01    -1.971309e+00
4.432683e+02    -1.074163e+01    -1.958159e+00
4.466836e+02    -1.075833e+01    -1.945013e+00
4.501252e+02    -1.077513e+01    -1.931872e+00
4.535933e+02    -1.079202e+01    -1.918739e+00
4.570882e+02    -1.080900e+01    -1.905614e+00
4.606100e+02    -1.082607e+01    -1.892500e+00
4.641589e+02    -1.084322e+01    -1.879398e+00
4.677351e+02    -1.086047e+01    -1.866310e+00
4.713390e+02    -1.087779e+01    -1.853238e+00
4.749705e+02    -1.089520e+01    -1.840183e+00
4.786301e+02    -1.091269e+01    -1.827147e+00
4.823178e+02    -1.093025e+01    -1.814131e+00
4.860340e+02    -1.094790e+01    -1.801138e+00
4.897788e+02    -1.096561e+01    -1.788169e+00
4.935525e+02    -1.098339e+01    -1.775226e+00
4.973552e+02    -1.100124e+01    -1.762310e+00
5.011872e+02    -1.101916e+01    -1.749423e+00
5.050488e+02    -1.103714e+01    -1.736567e+00
5.089401e+02    -1.105518e+01    -1.723743e+00
5.128614e+02    -1.107327e+01    -1.710954e+00
5.168129e+02    -1.109142e+01    -1.698200e+00
5.207948e+02    -1.110962e+01    -1.685484e+00
5.248075e+02    -1.112787e+01    -1.672806e+00
5.288510e+02    -1.114616e+01    -1.660170e+00
5.329257e+02    -1.116449e+01    -1.647576e+00
5.370318e+02    -1.118287e+01    -1.635025e+00
5.411695e+02    -1.120127e+01    -1.622521e+00
5.453391e+02    -1.121971e+01    -1.610063e+00
5.495409e+02    -1.123817e+01    -1.597654e+00
5.537750e+02    -1.125666e+01    -1.585296e+00
5.580417e+02    -1.127517e+01    -1.572990e+00
5.623413e+02    -1.129369e+01    -1.560738e+00
5.666741e+02    -1.131223e+01    -1.548540e+00
5.710402e+02    -1.133077e+01    -1.536399e+00
5.754399e+02    -1.134932e+01    -1.524317e+00
5.798736e+02    -1.136786e+01    -1.512295e+00
5.843414e+02    -1.138640e+01    -1.500333e+00
5.888437e+02    -1.140493e+01    -1.488435e+00
5.933806e+02    -1.142344e+01    -1.476602e+00
5.979525e+02    -1.144194e+01    -1.464834e+00
6.025596e+02    -1.146041e+01    -1.453133e+00
6.072022e+02    -1.147885e+01    -1.441502e+00
6.118806e+02    -1.149726e+01    -1.429941e+00
6.165950e+02    -1.151562e+01    -1.418452e+00
6.213458e+02    -1.153394e+01    -1.407036e+00
6.261331e+02    -1.155221e+01    -1.395695e+00
6.309573e+02    -1.157043e+01    -1.384430e+00
6.358188e+02    -1.158858e+01    -1.373243e+00
6.407176e+02    -1.160666e+01    -1.362135e+00
6.456542e+02    -1.162467e+01    -1.351108e+00
6.506289e+02    -1.164260e+01    -1.340162e+00
6.556418e+02    -1.166045e+01    -1.329300e+00
6.606934e+02    -1.167820e+01    -1.318523e+00
6.657840e+02    -1.169585e+01    -1.307832e+00
6.709137e+02    -1.171340e+01    -1.297228e+00
6.760830e+02    -1.173083e+01    -1.286713e+00
6.812921e+02    -1.174814e+01    -1.276288e+00
6.865413e+02    -1.176533e+01    -1.265956e+00
6.918310e+02    -1.178239e+01    -1.255716e+00
6.971614e+02    -1.179930e+01    -1.245570e+00
7.025329e+02    -1.181606e+01    -1.235520e+00
7.079458e+02    -1.183267e+01    -1.225567e+00
7.134004e+02    -1.184912e+01    -1.215713e+00
7.188970e+02    -1.186539e+01    -1.205959e+00
7.244360e+02    -1.188148e+01    -1.196305e+00
7.300176e+02    -1.189738e+01    -1.186754e+00
7.356423e+02    -1.191309e+01    -1.177307e+00
7.413102e+02    -1.192859e+01    -1.167966e+00
7.470219e+02    -1.194388e+01    -1.158731e+00
7.527776e+02    -1.195894e+01    -1.149604e+00
7.585776e+02    -1.197377e+01    -1.140586e+00
7.644223e+02    -1.198836e+01    -1.131680e+00
7.703120e+02    -1.200270e+01    -1.122885e+00
7.762471e+02    -1.201678e+01    -1.114204e+00
7.822280e+02    -1.203058e+01    -1.105639e+00
7.882549e+02    -1.204411e+01    -1.097190e+00
7.943282e+02    -1.205734e+01    -1.088859e+00
8.004484e+02    -1.207027e+01    -1.080647e+00
8.066157e+02    -1.208289e+01    -1.072557e+00
8.128305e+02    -1.209519e+01    -1.064590e+00
8.190932e+02    -1.210715e+01    -1.056746e+00
8.254042e+02    -1.211877e+01    -1.049029e+00
8.317638e+02    -1.213003e+01    -1.041439e+00
8.381724e+02    -1.214092e+01    -1.033978e+00
8.446303e+02    -1.215143e+01    -1.026648e+00
8.511380e+02    -1.216155e+01    -1.019451e+00
8.576959e+02    -1.217126e+01    -1.012388e+00
8.643043e+02    -1.218055e+01    -1.005462e+00
8.709636e+02    -1.218941e+01    -9.986734e-01
8.776742e+02    -1.219782e+01    -9.920253e-01
8.844365e+02    -1.220578e+01    -9.855194e-01
8.912509e+02    -1.221327e+01    -9.791578e-01
8.981179e+02    -1.222027e+01    -9.729427e-01
9.050377e+02    -1.222677e+01    -9.668761e-01
9.120108e+02    -1.223275e+01    -9.609605e-01
9.190377e+02    -1.223821e+01    -9.551982e-01
9.261187e+02    -1.224312e+01    -9.495917e-01
9.332543e+02    -1.224747e+01    -9.441436e-01
9.404449e+02    -1.225124e+01    -9.388564e-01
9.476908e+02    -1.225442e+01    -9.337330e-01
9.549926e+02    -1.225700e+01    -9.287763e-01
9.623506e+02    -1.225895e+01    -9.239892e-01
9.697654e+02    -1.226025e+01    -9.193749e-01
9.772372e+02    -1.226090e+01    -9.149366e-01
9.847667e+02    -1.226086e+01    -9.106778e-01
9.923541e+02    -1.226013e+01    -9.066019e-01
1.000000e+03    -1.225869e+01    -9.027127e-01
