100	-11.22579286	-5.52562473
103.0100334	-11.50774639	-5.547925587
106.0200669	-11.79997405	-5.570676597
109.0301003	-12.10229165	-5.593851182
112.0401338	-12.41438929	-5.617421486
115.0501672	-12.73579704	-5.641358441
118.0602007	-13.06584315	-5.665631839
121.0702341	-13.40360392	-5.69021042
124.0802676	-13.74784464	-5.715061971
127.090301	-14.09695198	-5.740153436
130.1003344	-14.44885938	-5.765451032
133.1103679	-14.8009695	-5.790920384
136.1204013	-15.15008092	-5.816526667
139.1304348	-15.49233078	-5.842234752
142.1404682	-15.82317062	-5.868009369
145.1505017	-16.13739744	-5.893815279
148.1605351	-16.42926525	-5.919617446
151.1705686	-16.69269966	-5.945381225
154.180602	-16.92162666	-5.971072556
157.1906355	-17.11040435	-5.996658161
160.2006689	-17.25431497	-6.022105751
163.2107023	-17.35004346	-6.047384233
166.2207358	-17.39605116	-6.072463933
169.2307692	-17.39276235	-6.097316808
172.2408027	-17.34251911	-6.121916678
175.2508361	-17.24931572	-6.146239443
178.2608696	-17.11837432	-6.170263323
181.270903	-16.95565146	-6.193969078
184.2809365	-16.76736256	-6.217340249
187.2909699	-16.55958709	-6.24036338
190.3010033	-16.3379842	-6.263028257
193.3110368	-16.10762037	-6.285328132
196.3210702	-15.87289217	-6.307259949
199.3311037	-15.63751969	-6.328824565
202.3411371	-15.40458621	-6.350026967
205.3511706	-15.17660364	-6.370876482
208.361204	-14.95558881	-6.391386972
211.3712375	-14.7431407	-6.411577026
214.3812709	-14.5405127	-6.431470137
217.3913043	-14.34867696	-6.45109486
220.4013378	-14.16837971	-6.47048496
223.4113712	-14.00018773	-6.489679528
226.4214047	-13.84452648	-6.508723086
229.4314381	-13.70171095	-6.527665653
232.4414716	-13.57197008	-6.546562794
235.451505	-13.45546588	-6.565475618
238.4615385	-13.35230785	-6.584470754
241.4715719	-13.26256352	-6.603620275
244.4816054	-13.1862656	-6.623001576
247.4916388	-13.12341619	-6.642697209
250.5016722	-13.07398832	-6.662794653
253.5117057	-13.03792492	-6.683386036
256.5217391	-13.01513547	-6.704567787
259.5317726	-13.00549012	-6.726440231
262.541806	-13.00881133	-6.749107113
265.5518395	-13.02486281	-6.772675055
268.5618729	-13.05333553	-6.797252942
271.5719064	-13.09383055	-6.822951248
274.5819398	-13.14583842	-6.849881289
277.5919732	-13.208715	-6.878154413
280.6020067	-13.28165351	-6.90788114
283.6120401	-13.36365308	-6.939170242
286.6220736	-13.45348424	-6.972127789
289.632107	-13.54965269	-7.006856156
292.6421405	-13.65036307	-7.043453013
295.6521739	-13.75348623	-7.082010305
298.6622074	-13.8565343	-7.122613238
301.6722408	-13.95664977	-7.165339286
304.6822742	-14.05061626	-7.21025724
307.6923077	-14.13489935	-7.257426303
310.7023411	-14.20572562	-7.306895259
313.7123746	-14.25920554	-7.358701723
316.722408	-14.29150102	-7.412871494
319.7324415	-14.29903026	-7.469418014
322.7424749	-14.27869358	-7.528341952
325.7525084	-14.22809452	-7.589630917
328.7625418	-14.14572549	-7.653259303
331.7725753	-14.03108824	-7.719188277
334.7826087	-13.88472833	-7.787365902
337.7926421	-13.70817725	-7.857727393
340.8026756	-13.50381273	-7.930195506
343.812709	-13.27466094	-8.004681041
346.8227425	-13.02417135	-8.08108346
349.8327759	-12.75599417	-8.159291596
352.8428094	-12.47378382	-8.239184451
355.8528428	-12.18104255	-8.320632049
358.8628763	-11.88100898	-8.403496354
361.8729097	-11.57658947	-8.487632212
364.8829431	-11.27032561	-8.572888317
367.8929766	-10.96438964	-8.65910818
370.90301	-10.66059939	-8.74613109
373.9130435	-10.36044545	-8.833793047
376.9230769	-10.06512495	-8.921927672
379.9331104	-9.775577799	-9.010367062
382.9431438	-9.492522382	-9.098942602
385.9531773	-9.216489248	-9.187485717
388.9632107	-8.947851632	-9.275828564
391.9732441	-8.686852501	-9.363804655
394.9832776	-8.433628075	-9.45124942
397.993311	-8.188227975	-9.538000701
401.0033445	-7.950632316	-9.623899173
404.0133779	-7.72076605	-9.708788715
407.0234114	-7.498510945	-9.792516709
410.0334448	-7.283715506	-9.874934278
413.0434783	-7.076203159	-9.955896484
