# Frequency (MHz)    Transmission (dB)    Reflection (dB)
1.646898e+02    8.647162e-04    -3.849715e+01
1.659587e+02    1.263824e-03    -4.308879e+01
1.672374e+02    1.457165e-03    -5.370881e+01
1.685259e+02    1.436476e-03    -5.048836e+01
1.698244e+02    1.193069e-03    -4.185580e+01
1.711328e+02    7.176795e-04    -3.756589e+01
1.724514e+02    6.260648e-07    -3.467665e+01
1.737801e+02    -9.677486e-04    -3.248963e+01
1.751190e+02    -2.196501e-03    -3.072617e+01
1.764683e+02    -3.693601e-03    -2.924661e+01
1.778279e+02    -5.465740e-03    -2.797089e+01
1.791981e+02    -7.518518e-03    -2.684891e+01
1.805788e+02    -9.856944e-03    -2.584721e+01
1.819701e+02    -1.248599e-02    -2.494237e+01
1.833721e+02    -1.541094e-02    -2.411730e+01
1.847850e+02    -1.863731e-02    -2.335917e+01
1.862087e+02    -2.217025e-02    -2.265806e+01
1.876434e+02    -2.601383e-02    -2.200617e+01
1.890892e+02    -3.017026e-02    -2.139726e+01
1.905461e+02    -3.463969e-02    -2.082628e+01
1.920142e+02    -3.942049e-02    -2.028912e+01
1.934936e+02    -4.450996e-02    -1.978235e+01
1.949845e+02    -4.990518e-02    -1.930314e+01
1.964868e+02    -5.560328e-02    -1.884905e+01
1.980007e+02    -6.160112e-02    -1.841799e+01
1.995262e+02    -6.789441e-02    -1.800813e+01
2.010635e+02    -7.447660e-02    -1.761789e+01
2.026127e+02    -8.133826e-02    -1.724589e+01
2.041738e+02    -8.846721e-02    -1.689097e+01
2.057469e+02    -9.584947e-02    -1.655210e+01
2.073322e+02    -1.034704e-01    -1.622842e+01
2.089296e+02    -1.113152e-01    -1.591914e+01
2.105394e+02    -1.193689e-01    -1.562354e+01
2.121615e+02    -1.276151e-01    -1.534098e+01
2.137962e+02    -1.360344e-01    -1.507087e+01
2.154435e+02    -1.446039e-01    -1.481270e+01
2.171034e+02    -1.532973e-01    -1.456602e+01
2.187762e+02    -1.620867e-01    -1.433049e+01
2.204618e+02    -1.709440e-01    -1.410579e+01
2.221604e+02    -1.798412e-01    -1.389162e+01
2.238721e+02    -1.887499e-01    -1.368772e+01
2.255970e+02    -1.976394e-01    -1.349382e+01
2.273352e+02    -2.064754e-01    -1.330971e+01
2.290868e+02    -2.152195e-01    -1.313523e+01
2.308518e+02    -2.238312e-01    -1.297024e+01
2.326305e+02    -2.322697e-01    -1.281469e+01
2.344229e+02    -2.404957e-01    -1.266850e+01
2.362291e+02    -2.484700e-01    -1.253161e+01
2.380492e+02    -2.561521e-01    -1.240398e+01
2.398833e+02    -2.634978e-01    -1.228559e+01
2.417315e+02    -2.704592e-01    -1.217645e+01
2.435940e+02    -2.769870e-01    -1.207666e+01
2.454709e+02    -2.830330e-01    -1.198632e+01
2.473622e+02    -2.885520e-01    -1.190558e+01
2.492681e+02    -2.935002e-01    -1.183457e+01
2.511886e+02    -2.978329e-01    -1.177344e+01
2.531240e+02    -3.015022e-01    -1.172241e+01
2.550743e+02    -3.044580e-01    -1.168175e+01
2.570396e+02    -3.066518e-01    -1.165179e+01
2.590200e+02    -3.080398e-01    -1.163294e+01
2.610157e+02    -3.085834e-01    -1.162560e+01
2.630268e+02    -3.082462e-01    -1.163024e+01
2.650534e+02    -3.069914e-01    -1.164735e+01
2.670956e+02    -3.047810e-01    -1.167758e+01
2.691535e+02    -3.015805e-01    -1.172166e+01
2.712273e+02    -2.973631e-01    -1.178046e+01
2.733170e+02    -2.921120e-01    -1.185492e+01
2.754229e+02    -2.858166e-01    -1.194607e+01
2.775450e+02    -2.784698e-01    -1.205513e+01
2.796834e+02    -2.700671e-01    -1.218349e+01
2.818383e+02    -2.606122e-01    -1.233286e+01
2.840098e+02    -2.501230e-01    -1.250518e+01
2.861980e+02    -2.386331e-01    -1.270269e+01
2.884032e+02    -2.261888e-01    -1.292796e+01
2.906252e+02    -2.128447e-01    -1.318405e+01
2.928645e+02    -1.986658e-01    -1.347469e+01
2.951209e+02    -1.837345e-01    -1.380441e+01
2.973948e+02    -1.681579e-01    -1.417867e+01
2.996861e+02    -1.520670e-01    -1.460419e+01
3.019952e+02    -1.356119e-01    -1.508930e+01
3.043220e+02    -1.189596e-01    -1.564472e+01
3.066667e+02    -1.022995e-01    -1.628452e+01
3.090295e+02    -8.585305e-02    -1.702753e+01
3.114106e+02    -6.987731e-02    -1.789967e+01
3.138099e+02    -5.465959e-02    -1.893812e+01
3.162278e+02    -4.051158e-02    -2.019921e+01
3.186642e+02    -2.777199e-02    -2.177468e+01
3.211195e+02    -1.681600e-02    -2.382906e+01
3.235937e+02    -8.059994e-03    -2.670541e+01
3.260869e+02    -1.954553e-03    -3.134225e+01
3.285993e+02    1.026279e-03    -4.308548e+01
3.311311e+02    3.870487e-04    -3.704809e+01
3.336824e+02    -4.395871e-03    -2.886162e+01
3.362534e+02    -1.387584e-02    -2.458549e+01
3.388442e+02    -2.862302e-02    -2.163888e+01
3.414549e+02    -4.920643e-02    -1.937425e+01
3.440857e+02    -7.618681e-02    -1.752801e+01
3.467369e+02    -1.101196e-01    -1.596676e+01
3.494084e+02    -1.515499e-01    -1.461384e+01
3.521005e+02    -2.009911e-01    -1.342117e+01
3.548134e+02    -2.589020e-01    -1.235659e+01
3.575472e+02    -3.256810e-01    -1.139743e+01
3.603020e+02    -4.016698e-01    -1.052724e+01
3.630781e+02    -4.871443e-01    -9.733718e+00
3.658755e+02    -5.822902e-01    -9.007405e+00
3.686945e+02    -6.871885e-01    -8.340719e+00
3.715352e+02    -8.018264e-01    -7.727469e+00
3.743978e+02    -9.261081e-01    -7.162584e+00
3.772825e+02    -1.059845e+00    -6.641834e+00
3.801894e+02    -1.202738e+00    -6.161539e+00
3.831187e+02    -1.354395e+00    -5.718405e+00
3.860705e+02    -1.514356e+00    -5.309519e+00
3.890451e+02    -1.682102e+00    -4.932324e+00
3.920427e+02    -1.857041e+00    -4.584484e+00
3.950633e+02    -2.038516e+00    -4.263780e+00
3.981072e+02    -2.225843e+00    -3.968159e+00
4.011745e+02    -2.418331e+00    -3.695781e+00
4.042655e+02    -2.615263e+00    -3.444943e+00
4.073803e+02    -2.815891e+00    -3.213988e+00
4.105191e+02    -3.019482e+00    -3.001360e+00
4.136820e+02    -3.225338e+00    -2.805673e+00
4.168694e+02    -3.432763e+00    -2.625650e+00
4.200813e+02    -3.641055e+00    -2.460034e+00
4.233179e+02    -3.849553e+00    -2.307651e+00
4.265795e+02    -4.057651e+00    -2.167483e+00
4.298662e+02    -4.264753e+00    -2.038587e+00
4.331783e+02    -4.470260e+00    -1.920022e+00
4.365158e+02    -4.673635e+00    -1.810935e+00
4.398791e+02    -4.874394e+00    -1.710609e+00
4.432683e+02    -5.072043e+00    -1.618360e+00
4.466836e+02    -5.266100e+00    -1.533492e+00
4.501252e+02    -5.456151e+00    -1.455422e+00
4.535933e+02    -5.641812e+00    -1.383664e+00
4.570882e+02    -5.822666e+00    -1.317709e+00
4.606100e+02    -5.998332e+00    -1.257065e+00
4.641589e+02    -6.168497e+00    -1.201369e+00
4.677351e+02    -6.332822e+00    -1.150279e+00
4.713390e+02    -6.490946e+00    -1.103408e+00
4.749705e+02    -6.642579e+00    -1.060453e+00
4.786301e+02    -6.787448e+00    -1.021200e+00
4.823178e+02    -6.925215e+00    -9.853723e-01
4.860340e+02    -7.055581e+00    -9.527120e-01
4.897788e+02    -7.178308e+00    -9.230821e-01
4.935525e+02    -7.293082e+00    -8.963131e-01
4.973552e+02    -7.399583e+00    -8.721920e-01
5.011872e+02    -7.497571e+00    -8.506286e-01
5.050488e+02    -7.586753e+00    -8.315440e-01
5.089401e+02    -7.666778e+00    -8.147765e-01
5.128614e+02    -7.737384e+00    -8.002715e-01
5.168129e+02    -7.798276e+00    -7.880244e-01
5.207948e+02    -7.849069e+00    -7.779292e-01
5.248075e+02    -7.889463e+00    -7.699698e-01
5.288510e+02    -7.919142e+00    -7.642085e-01
5.329257e+02    -7.937675e+00    -7.605981e-01
5.370318e+02    -7.944715e+00    -7.591762e-01
5.411695e+02    -7.939902e+00    -7.600759e-01
5.453391e+02    -7.922748e+00    -7.633168e-01
5.495409e+02    -7.892850e+00    -7.690196e-01
5.537750e+02    -7.849782e+00    -7.774053e-01
5.580417e+02    -7.792985e+00    -7.885842e-01
5.623413e+02    -7.721998e+00    -8.028104e-01
5.666741e+02    -7.636304e+00    -8.204296e-01
5.710402e+02    -7.535268e+00    -8.417005e-01
5.754399e+02    -7.418365e+00    -8.670981e-01
5.798736e+02    -7.284971e+00    -8.971671e-01
5.843414e+02    -7.134391e+00    -9.324435e-01
5.888437e+02    -6.966041e+00    -9.737766e-01
5.933806e+02    -6.779198e+00    -1.022075e+00
5.979525e+02    -6.573167e+00    -1.078425e+00
6.025596e+02    -6.347336e+00    -1.144342e+00
6.072022e+02    -6.100990e+00    -1.221488e+00
6.118806e+02    -5.833576e+00    -1.312065e+00
6.165950e+02    -5.544618e+00    -1.418886e+00
6.213458e+02    -5.233720e+00    -1.545313e+00
6.261331e+02    -4.900847e+00    -1.695887e+00
6.309573e+02    -4.546190e+00    -1.876275e+00
6.358188e+02    -4.170475e+00    -2.093837e+00
6.407176e+02    -3.775152e+00    -2.358384e+00
6.456542e+02    -3.362503e+00    -2.682591e+00
6.506289e+02    -2.936183e+00    -3.083666e+00
6.556418e+02    -2.501389e+00    -3.584708e+00
6.606934e+02    -2.065355e+00    -4.217324e+00
6.657840e+02    -1.637726e+00    -5.026005e+00
6.709137e+02    -1.230564e+00    -6.074501e+00
6.760830e+02    -8.582780e-01    -7.459958e+00
6.812921e+02    -5.365517e-01    -9.342365e+00
6.860000e+02    -3.035967e-01    -1.169836e+01
6.865413e+02    -2.807543e-01    -1.202636e+01
6.868333e+02    -2.687838e-01    -1.220943e+01
6.876667e+02    -2.360023e-01    -1.275729e+01
6.885000e+02    -2.052836e-01    -1.334677e+01
6.893333e+02    -1.766552e-01    -1.398370e+01
6.901667e+02    -1.501407e-01    -1.467538e+01
6.910000e+02    -1.257596e-01    -1.543096e+01
6.918310e+02    -1.035874e-01    -1.625978e+01
6.918333e+02    -1.035275e-01    -1.626226e+01
6.926667e+02    -8.345537e-02    -1.718485e+01
6.935000e+02    -6.555035e-02    -1.821986e+01
6.943333e+02    -4.981500e-02    -1.939703e+01
6.951667e+02    -3.624752e-02    -2.076005e+01
6.960000e+02    -2.484160e-02    -2.237702e+01
6.968333e+02    -1.558642e-02    -2.436289e+01
6.971614e+02    -1.252965e-02    -2.528765e+01
6.976667e+02    -8.466623e-03    -2.693550e+01
6.985000e+02    -3.462359e-03    -3.059345e+01
6.993333e+02    -5.493610e-04    -3.699910e+01
7.001667e+02    3.009078e-04    -5.834886e+01
7.010000e+02    -8.789261e-04    -3.567295e+01
7.018333e+02    -4.052371e-03    -3.000428e+01
7.025329e+02    -8.226473e-03    -2.708367e+01
7.026667e+02    -9.179323e-03    -2.662367e+01
7.035000e+02    -1.621634e-02    -2.421372e+01
7.043333e+02    -2.511689e-02    -2.234454e+01
7.051667e+02    -3.583167e-02    -2.082110e+01
7.060000e+02    -4.830878e-02    -1.953822e+01
7.079458e+02    -8.399456e-02    -1.716395e+01
7.134004e+02    -2.272086e-01    -1.292204e+01
7.188970e+02    -4.214894e-01    -1.033645e+01
7.244360e+02    -6.491850e-01    -8.572970e+00
7.300176e+02    -8.934017e-01    -7.305047e+00
7.356423e+02    -1.139059e+00    -6.368337e+00
7.413102e+02    -1.373540e+00    -5.667094e+00
7.470219e+02    -1.586452e+00    -5.141778e+00
7.527776e+02    -1.769544e+00    -4.753163e+00
7.585776e+02    -1.916113e+00    -4.475757e+00
7.644223e+02    -2.020807e+00    -4.293185e+00
7.703120e+02    -2.079172e+00    -4.196481e+00
7.762471e+02    -2.087557e+00    -4.182927e+00
7.822280e+02    -2.042989e+00    -4.256178e+00
7.882549e+02    -1.943302e+00    -4.427473e+00
7.943282e+02    -1.787539e+00    -4.718056e+00
8.004484e+02    -1.576665e+00    -5.164676e+00
8.066157e+02    -1.315037e+00    -5.829211e+00
8.128305e+02    -1.012600e+00    -6.819914e+00
8.170000e+02    -7.972692e-01    -7.754444e+00
8.180833e+02    -7.408937e-01    -8.045629e+00
8.190932e+02    -6.884896e-01    -8.338787e+00
8.191667e+02    -6.846887e-01    -8.360983e+00
8.202500e+02    -6.288570e-01    -8.703253e+00
8.213333e+02    -5.736160e-01    -9.075654e+00
8.224167e+02    -5.191985e-01    -9.481985e+00
8.235000e+02    -4.658517e-01    -9.926778e+00
8.245833e+02    -4.138374e-01    -1.041552e+01
8.254042e+02    -3.754818e-01    -1.081915e+01
8.256667e+02    -3.634321e-01    -1.095491e+01
8.267500e+02    -3.149260e-01    -1.155332e+01
8.278333e+02    -2.686232e-01    -1.222134e+01
8.289167e+02    -2.248404e-01    -1.297270e+01
8.300000e+02    -1.839065e-01    -1.382563e+01
8.310833e+02    -1.461606e-01    -1.480517e+01
8.317638e+02    -1.242380e-01    -1.550055e+01
8.321667e+02    -1.119502e-01    -1.594711e+01
8.332500e+02    -8.162865e-02    -1.730521e+01
8.343333e+02    -5.555188e-02    -1.896601e+01
8.354167e+02    -3.407527e-02    -2.108255e+01
8.365000e+02    -1.754967e-02    -2.396762e+01
8.375833e+02    -6.317458e-03    -2.844325e+01
8.381724e+02    -2.549827e-03    -3.248681e+01
8.386667e+02    -7.084916e-04    -3.854457e+01
8.397500e+02    -1.035972e-03    -3.669238e+01
8.408333e+02    -7.592383e-03    -2.764135e+01
8.419167e+02    -2.064550e-02    -2.326385e+01
8.430000e+02    -4.043452e-02    -2.034286e+01
8.446303e+02    -8.335719e-02    -1.721584e+01
8.511380e+02    -4.190759e-01    -1.036383e+01
8.576959e+02    -1.016189e+00    -6.806866e+00
8.643043e+02    -1.831682e+00    -4.633412e+00
8.709636e+02    -2.795220e+00    -3.236972e+00
8.776742e+02    -3.836451e+00    -2.316859e+00
8.844365e+02    -4.900633e+00    -1.698052e+00
8.912509e+02    -5.951328e+00    -1.273229e+00
8.981179e+02    -6.966821e+00    -9.753674e-01
9.050377e+02    -7.935585e+00    -7.622829e-01
9.120108e+02    -8.852143e+00    -6.067171e-01
9.190377e+02    -9.714942e+00    -4.912064e-01
9.261187e+02    -1.052410e+01    -4.038555e-01
9.332543e+02    -1.128111e+01    -3.369058e-01
9.404449e+02    -1.198767e+01    -2.848362e-01
9.476908e+02    -1.264566e+01    -2.438215e-01
9.549926e+02    -1.325710e+01    -2.112613e-01
9.623506e+02    -1.382348e+01    -1.850255e-01
9.697654e+02    -1.434661e+01    -1.638543e-01
9.772372e+02    -1.482761e+01    -1.465760e-01
9.847667e+02    -1.526759e+01    -1.323845e-01
9.923541e+02    -1.566766e+01    -1.207979e-01
1.000000e+03    -1.602815e+01    -1.111773e-01
