# Frequency (MHz)    Transmission (dB)    Reflection (dB)
2.238721e+02    -1.059264e+01    -2.029024e+00
2.255970e+02    -1.058884e+01    -2.023936e+00
2.273352e+02    -1.058479e+01    -2.018989e+00
2.290868e+02    -1.058047e+01    -2.014188e+00
2.308518e+02    -1.057589e+01    -2.009539e+00
2.326305e+02    -1.057103e+01    -2.005047e+00
2.344229e+02    -1.056588e+01    -2.000718e+00
2.362291e+02    -1.056044e+01    -1.996557e+00
2.380492e+02    -1.055470e+01    -1.992572e+00
2.398833e+02    -1.054866e+01    -1.988767e+00
2.417315e+02    -1.054229e+01    -1.985150e+00
2.435940e+02    -1.053560e+01    -1.981728e+00
2.454709e+02    -1.052857e+01    -1.978507e+00
2.473622e+02    -1.052120e+01    -1.975493e+00
2.492681e+02    -1.051348e+01    -1.972696e+00
2.511886e+02    -1.050540e+01    -1.970121e+00
2.531240e+02    -1.049695e+01    -1.967777e+00
2.550743e+02    -1.048811e+01    -1.965672e+00
2.570396e+02    -1.047889e+01    -1.963814e+00
2.590200e+02    -1.046927e+01    -1.962212e+00
2.610157e+02    -1.045924e+01    -1.960874e+00
2.630268e+02    -1.044879e+01    -1.959810e+00
2.650534e+02    -1.043792e+01    -1.959028e+00
2.670956e+02    -1.042660e+01    -1.958540e+00
2.691535e+02    -1.041484e+01    -1.958354e+00
2.712273e+02    -1.040262e+01    -1.958481e+00
2.733170e+02    -1.038992e+01    -1.958933e+00
2.754229e+02    -1.037675e+01    -1.959720e+00
2.775450e+02    -1.036308e+01    -1.960855e+00
2.796834e+02    -1.034892e+01    -1.962348e+00
2.818383e+02    -1.033424e+01    -1.964213e+00
2.840098e+02    -1.031903e+01    -1.966463e+00
2.861980e+02    -1.030329e+01    -1.969111e+00
2.884032e+02    -1.028701e+01    -1.972171e+00
2.906252e+02    -1.027017e+01    -1.975658e+00
2.928645e+02    -1.025276e+01    -1.979586e+00
2.951209e+02    -1.023477e+01    -1.983973e+00
2.973948e+02    -1.021619e+01    -1.988833e+00
2.996861e+02    -1.019701e+01    -1.994184e+00
3.019952e+02    -1.017721e+01    -2.000044e+00
3.043220e+02    -1.015680e+01    -2.006430e+00
3.066667e+02    -1.013574e+01    -2.013363e+00
3.090295e+02    -1.011405e+01    -2.020863e+00
3.114106e+02    -1.009169e+01    -2.028949e+00
3.138099e+02    -1.006867e+01    -2.037644e+00
3.162278e+02    -1.004497e+01    -2.046970e+00
3.186642e+02    -1.002058e+01    -2.056951e+00
3.211195e+02    -9.995494e+00    -2.067612e+00
3.235937e+02    -9.969699e+00    -2.078978e+00
3.260869e+02    -9.943187e+00    -2.091077e+00
3.285993e+02    -9.915949e+00    -2.103935e+00
3.311311e+02    -9.887974e+00    -2.117583e+00
3.336824e+02    -9.859255e+00    -2.132051e+00
3.362534e+02    -9.829784e+00    -2.147372e+00
3.388442e+02    -9.799553e+00    -2.163578e+00
3.414549e+02    -9.768555e+00    -2.180704e+00
3.440857e+02    -9.736785e+00    -2.198787e+00
3.467369e+02    -9.704235e+00    -2.217866e+00
3.494084e+02    -9.670902e+00    -2.237980e+00
3.521005e+02    -9.636781e+00    -2.259170e+00
3.548134e+02    -9.601870e+00    -2.281481e+00
3.575472e+02    -9.566166e+00    -2.304957e+00
3.603020e+02    -9.529668e+00    -2.329647e+00
3.630781e+02    -9.492377e+00    -2.355599e+00
3.658755e+02    -9.454294e+00    -2.382866e+00
3.686945e+02    -9.415422e+00    -2.411501e+00
3.715352e+02    -9.375766e+00    -2.441560e+00
3.743978e+02    -9.335333e+00    -2.473102e+00
3.772825e+02    -9.294130e+00    -2.506187e+00
3.801894e+02    -9.252168e+00    -2.540879e+00
3.831187e+02    -9.209459e+00    -2.577242e+00
3.860705e+02    -9.166018e+00    -2.615345e+00
3.890451e+02    -9.121862e+00    -2.655258e+00
3.920427e+02    -9.077011e+00    -2.697053e+00
3.950633e+02    -9.031487e+00    -2.740805e+00
3.981072e+02    -8.985316e+00    -2.786590e+00
4.011745e+02    -8.938528e+00    -2.834487e+00
4.042655e+02    -8.891153e+00    -2.884577e+00
4.073803e+02    -8.843230e+00    -2.936941e+00
4.105191e+02    -8.794796e+00    -2.991664e+00
4.136820e+02    -8.745896e+00    -3.048827e+00
4.168694e+02    -8.696579e+00    -3.108517e+00
4.200813e+02    -8.646896e+00    -3.170815e+00
4.233179e+02    -8.596905e+00    -3.235806e+00
4.265795e+02    -8.546670e+00    -3.303568e+00
4.298662e+02    -8.496256e+00    -3.374180e+00
4.331783e+02    -8.445738e+00    -3.447714e+00
4.365158e+02    -8.395194e+00    -3.524236e+00
4.398791e+02    -8.344708e+00    -3.603806e+00
4.432683e+02    -8.294371e+00    -3.686471e+00
4.466836e+02    -8.244281e+00    -3.772268e+00
4.501252e+02    -8.194539e+00    -3.861218e+00
4.535933e+02    -8.145255e+00    -3.953323e+00
4.570882e+02    -8.096545e+00    -4.048563e+00
4.606100e+02    -8.048532e+00    -4.146892e+00
4.641589e+02    -8.001342e+00    -4.248231e+00
4.677351e+02    -7.955112e+00    -4.352467e+00
4.713390e+02    -7.909981e+00    -4.459444e+00
4.749705e+02    -7.866095e+00    -4.568958e+00
4.786301e+02    -7.823605e+00    -4.680752e+00
4.823178e+02    -7.782666e+00    -4.794504e+00
4.860340e+02    -7.743439e+00    -4.909828e+00
4.897788e+02    -7.706084e+00    -5.026261e+00
4.935525e+02    -7.670767e+00    -5.143260e+00
4.973552e+02    -7.637655e+00    -5.260197e+00
5.011872e+02    -7.606912e+00    -5.376351e+00
5.050488e+02    -7.578704e+00    -5.490914e+00
5.089401e+02    -7.553195e+00    -5.602983e+00
5.128614e+02    -7.530543e+00    -5.711573e+00
5.168129e+02    -7.510902e+00    -5.815619e+00
5.207948e+02    -7.494421e+00    -5.913996e+00
5.248075e+02    -7.481238e+00    -6.005532e+00
5.288510e+02    -7.471485e+00    -6.089038e+00
5.329257e+02    -7.465279e+00    -6.163335e+00
5.370318e+02    -7.462728e+00    -6.227291e+00
5.411695e+02    -7.463924e+00    -6.279857e+00
5.453391e+02    -7.468943e+00    -6.320107e+00
5.495409e+02    -7.477847e+00    -6.347274e+00
5.537750e+02    -7.490678e+00    -6.360785e+00
5.580417e+02    -7.507461e+00    -6.360289e+00
5.623413e+02    -7.528200e+00    -6.345671e+00
5.666741e+02    -7.552882e+00    -6.317061e+00
5.710402e+02    -7.581470e+00    -6.274828e+00
5.754399e+02    -7.613910e+00    -6.219566e+00
5.798736e+02    -7.650128e+00    -6.152066e+00
5.843414e+02    -7.690028e+00    -6.073285e+00
5.888437e+02    -7.733496e+00    -5.984309e+00
5.933806e+02    -7.780402e+00    -5.886311e+00
5.979525e+02    -7.830596e+00    -5.780515e+00
6.025596e+02    -7.883914e+00    -5.668155e+00
6.072022e+02    -7.940177e+00    -5.550451e+00
6.118806e+02    -7.999195e+00    -5.428577e+00
6.165950e+02    -8.060763e+00    -5.303641e+00
6.213458e+02    -8.124671e+00    -5.176673e+00
6.261331e+02    -8.190696e+00    -5.048612e+00
6.309573e+02    -8.258611e+00    -4.920305e+00
6.358188e+02    -8.328185e+00    -4.792501e+00
6.407176e+02    -8.399181e+00    -4.665857e+00
6.456542e+02    -8.471359e+00    -4.540943e+00
6.506289e+02    -8.544479e+00    -4.418240e+00
6.556418e+02    -8.618300e+00    -4.298157e+00
6.606934e+02    -8.692581e+00    -4.181030e+00
6.657840e+02    -8.767083e+00    -4.067133e+00
6.709137e+02    -8.841567e+00    -3.956685e+00
6.760830e+02    -8.915799e+00    -3.849855e+00
6.812921e+02    -8.989548e+00    -3.746770e+00
6.865413e+02    -9.062586e+00    -3.647521e+00
6.918310e+02    -9.134689e+00    -3.552165e+00
6.971614e+02    -9.205641e+00    -3.460735e+00
7.025329e+02    -9.275229e+00    -3.373242e+00
7.079458e+02    -9.343244e+00    -3.289676e+00
7.134004e+02    -9.409487e+00    -3.210015e+00
7.188970e+02    -9.473761e+00    -3.134225e+00
7.244360e+02    -9.535875e+00    -3.062265e+00
7.300176e+02    -9.595645e+00    -2.994087e+00
7.356423e+02    -9.652891e+00    -2.929640e+00
7.413102e+02    -9.707435e+00    -2.868874e+00
7.470219e+02    -9.759107e+00    -2.811738e+00
7.527776e+02    -9.807739e+00    -2.758185e+00
7.585776e+02    -9.853167e+00    -2.708171e+00
7.644223e+02    -9.895230e+00    -2.661657e+00
7.703120e+02    -9.933773e+00    -2.618610e+00
7.762471e+02    -9.968644e+00    -2.579002e+00
7.822280e+02    -9.999695e+00    -2.542814e+00
7.882549e+02    -1.002678e+01    -2.510032e+00
7.943282e+02    -1.004977e+01    -2.480654e+00
8.004484e+02    -1.006853e+01    -2.454683e+00
8.066157e+02    -1.008292e+01    -2.432136e+00
8.128305e+02    -1.009282e+01    -2.413040e+00
8.190932e+02    -1.009811e+01    -2.397435e+00
8.254042e+02    -1.009868e+01    -2.385377e+00
8.317638e+02    -1.009440e+01    -2.376937e+00
8.381724e+02    -1.008518e+01    -2.372203e+00
8.446303e+02    -1.007092e+01    -2.371281e+00
8.511380e+02    -1.005151e+01    -2.374298e+00
8.576959e+02    -1.002687e+01    -2.381403e+00
8.643043e+02    -9.996918e+00    -2.392766e+00
8.709636e+02    -9.961597e+00    -2.408581e+00
8.776742e+02    -9.920853e+00    -2.429067e+00
8.844365e+02    -9.874649e+00    -2.454473e+00
8.912509e+02    -9.822967e+00    -2.485075e+00
8.981179e+02    -9.765809e+00    -2.521184e+00
9.050377e+02    -9.703198e+00    -2.563147e+00
9.120108e+02    -9.635182e+00    -2.611347e+00
9.190377e+02    -9.561838e+00    -2.666213e+00
9.261187e+02    -9.483277e+00    -2.728214e+00
9.332543e+02    -9.399650e+00    -2.797863e+00
9.404449e+02    -9.311153e+00    -2.875720e+00
9.476908e+02    -9.218035e+00    -2.962382e+00
9.549926e+02    -9.120607e+00    -3.058483e+00
9.623506e+02    -9.019247e+00    -3.164685e+00
9.697654e+02    -8.914409e+00    -3.281661e+00
9.772372e+02    -8.806629e+00    -3.410081e+00
9.847667e+02    -8.696532e+00    -3.550577e+00
9.923541e+02    -8.584842e+00    -3.703710e+00
1.000000e+03    -8.472380e+00    -3.869910e+00
