# Frequency (MHz)    Transmission (dB)    Reflection (dB)
2.154435e+02    -3.146585e+00    -2.309913e+01
2.171034e+02    -3.149297e+00    -2.283534e+01
2.187762e+02    -3.151977e+00    -2.257746e+01
2.204618e+02    -3.154625e+00    -2.232585e+01
2.221604e+02    -3.157240e+00    -2.208077e+01
2.238721e+02    -3.159820e+00    -2.184243e+01
2.255970e+02    -3.162366e+00    -2.161098e+01
2.273352e+02    -3.164876e+00    -2.138651e+01
2.290868e+02    -3.167351e+00    -2.116910e+01
2.308518e+02    -3.169790e+00    -2.095879e+01
2.326305e+02    -3.172193e+00    -2.075560e+01
2.344229e+02    -3.174560e+00    -2.055955e+01
2.362291e+02    -3.176891e+00    -2.037062e+01
2.380492e+02    -3.179188e+00    -2.018881e+01
2.398833e+02    -3.181450e+00    -2.001412e+01
2.417315e+02    -3.183678e+00    -1.984652e+01
2.435940e+02    -3.185875e+00    -1.968601e+01
2.454709e+02    -3.188041e+00    -1.953259e+01
2.473622e+02    -3.190177e+00    -1.938624e+01
2.492681e+02    -3.192287e+00    -1.924698e+01
2.511886e+02    -3.194373e+00    -1.911481e+01
2.531240e+02    -3.196437e+00    -1.898976e+01
2.550743e+02    -3.198483e+00    -1.887184e+01
2.570396e+02    -3.200514e+00    -1.876110e+01
2.590200e+02    -3.202534e+00    -1.865759e+01
2.610157e+02    -3.204548e+00    -1.856136e+01
2.630268e+02    -3.206560e+00    -1.847248e+01
2.650534e+02    -3.208576e+00    -1.839104e+01
2.670956e+02    -3.210603e+00    -1.831713e+01
2.691535e+02    -3.212646e+00    -1.825086e+01
2.712273e+02    -3.214712e+00    -1.819236e+01
2.733170e+02    -3.216810e+00    -1.814177e+01
2.754229e+02    -3.218948e+00    -1.809923e+01
2.775450e+02    -3.221134e+00    -1.806493e+01
2.796834e+02    -3.223378e+00    -1.803906e+01
2.818383e+02    -3.225691e+00    -1.802182e+01
2.840098e+02    -3.228083e+00    -1.801346e+01
2.861980e+02    -3.230566e+00    -1.801422e+01
2.884032e+02    -3.233153e+00    -1.802437e+01
2.906252e+02    -3.235857e+00    -1.804423e+01
2.928645e+02    -3.238692e+00    -1.807411e+01
2.951209e+02    -3.241672e+00    -1.811438e+01
2.973948e+02    -3.244814e+00    -1.816541e+01
2.996861e+02    -3.248134e+00    -1.822762e+01
3.019952e+02    -3.251650e+00    -1.830145e+01
3.043220e+02    -3.255378e+00    -1.838740e+01
3.066667e+02    -3.259338e+00    -1.848596e+01
3.090295e+02    -3.263549e+00    -1.859769e+01
3.114106e+02    -3.268032e+00    -1.872318e+01
3.138099e+02    -3.272808e+00    -1.886304e+01
3.162278e+02    -3.277898e+00    -1.901792e+01
3.186642e+02    -3.283325e+00    -1.918848e+01
3.211195e+02    -3.289112e+00    -1.937541e+01
3.235937e+02    -3.295282e+00    -1.957938e+01
3.260869e+02    -3.301859e+00    -1.980102e+01
3.285993e+02    -3.308867e+00    -2.004092e+01
3.311311e+02    -3.316332e+00    -2.029953e+01
3.336824e+02    -3.324278e+00    -2.057709e+01
3.362534e+02    -3.332729e+00    -2.087351e+01
3.388442e+02    -3.341712e+00    -2.118824e+01
3.414549e+02    -3.351250e+00    -2.151999e+01
3.440857e+02    -3.361368e+00    -2.186643e+01
3.467369e+02    -3.372090e+00    -2.222379e+01
3.494084e+02    -3.383441e+00    -2.258627e+01
3.521005e+02    -3.395441e+00    -2.294545e+01
3.548134e+02    -3.408113e+00    -2.328962e+01
3.575472e+02    -3.421478e+00    -2.360334e+01
3.603020e+02    -3.435554e+00    -2.386746e+01
3.630781e+02    -3.450360e+00    -2.406025e+01
3.658755e+02    -3.465911e+00    -2.415980e+01
3.686945e+02    -3.482220e+00    -2.414782e+01
3.715352e+02    -3.499300e+00    -2.401362e+01
3.743978e+02    -3.517159e+00    -2.375692e+01
3.772825e+02    -3.535804e+00    -2.338792e+01
3.801894e+02    -3.555237e+00    -2.292467e+01
3.831187e+02    -3.575459e+00    -2.238905e+01
3.860705e+02    -3.596467e+00    -2.180296e+01
3.890451e+02    -3.618253e+00    -2.118580e+01
3.920427e+02    -3.640807e+00    -2.055330e+01
3.950633e+02    -3.664112e+00    -1.991745e+01
3.981072e+02    -3.688151e+00    -1.928690e+01
4.011745e+02    -3.712898e+00    -1.866764e+01
4.042655e+02    -3.738326e+00    -1.806361e+01
4.073803e+02    -3.764400e+00    -1.747725e+01
4.105191e+02    -3.791083e+00    -1.690994e+01
4.136820e+02    -3.818329e+00    -1.636234e+01
4.168694e+02    -3.846092e+00    -1.583457e+01
4.200813e+02    -3.874315e+00    -1.532645e+01
4.233179e+02    -3.902941e+00    -1.483755e+01
4.265795e+02    -3.931903e+00    -1.436735e+01
4.298662e+02    -3.961131e+00    -1.391521e+01
4.331783e+02    -3.990550e+00    -1.348048e+01
4.365158e+02    -4.020079e+00    -1.306248e+01
4.398791e+02    -4.049630e+00    -1.266056e+01
4.432683e+02    -4.079113e+00    -1.227406e+01
4.466836e+02    -4.108431e+00    -1.190237e+01
4.501252e+02    -4.137482e+00    -1.154489e+01
4.535933e+02    -4.166160e+00    -1.120106e+01
4.570882e+02    -4.194353e+00    -1.087035e+01
4.606100e+02    -4.221948e+00    -1.055225e+01
4.641589e+02    -4.248823e+00    -1.024629e+01
4.677351e+02    -4.274857e+00    -9.952045e+00
4.713390e+02    -4.299921e+00    -9.669092e+00
4.749705e+02    -4.323886e+00    -9.397053e+00
4.786301e+02    -4.346619e+00    -9.135569e+00
4.823178e+02    -4.367983e+00    -8.884313e+00
4.860340e+02    -4.387840e+00    -8.642977e+00
4.897788e+02    -4.406050e+00    -8.411282e+00
4.935525e+02    -4.422471e+00    -8.188969e+00
4.973552e+02    -4.436961e+00    -7.975806e+00
5.011872e+02    -4.449376e+00    -7.771581e+00
5.050488e+02    -4.459572e+00    -7.576105e+00
5.089401e+02    -4.467406e+00    -7.389214e+00
5.128614e+02    -4.472735e+00    -7.210766e+00
5.168129e+02    -4.475420e+00    -7.040643e+00
5.207948e+02    -4.475322e+00    -6.878749e+00
5.248075e+02    -4.472304e+00    -6.725016e+00
5.288510e+02    -4.466237e+00    -6.579401e+00
5.329257e+02    -4.456993e+00    -6.441887e+00
5.370318e+02    -4.444450e+00    -6.312490e+00
5.411695e+02    -4.428496e+00    -6.191251e+00
5.453391e+02    -4.409023e+00    -6.078249e+00
5.495409e+02    -4.385937e+00    -5.973596e+00
5.537750e+02    -4.359151e+00    -5.877443e+00
5.580417e+02    -4.328593e+00    -5.789981e+00
5.623413e+02    -4.294204e+00    -5.711448e+00
5.666741e+02    -4.255945e+00    -5.642132e+00
5.710402e+02    -4.213793e+00    -5.582374e+00
5.754399e+02    -4.167747e+00    -5.532574e+00
5.798736e+02    -4.117831e+00    -5.493200e+00
5.843414e+02    -4.064097e+00    -5.464792e+00
5.888437e+02    -4.006627e+00    -5.447970e+00
5.933806e+02    -3.945538e+00    -5.443445e+00
5.979525e+02    -3.880982e+00    -5.452026e+00
6.025596e+02    -3.813155e+00    -5.474632e+00
6.072022e+02    -3.742298e+00    -5.512305e+00
6.118806e+02    -3.668702e+00    -5.566223e+00
6.165950e+02    -3.592708e+00    -5.637715e+00
6.213458e+02    -3.514715e+00    -5.728280e+00
6.261331e+02    -3.435180e+00    -5.839604e+00
6.309573e+02    -3.354620e+00    -5.973582e+00
6.358188e+02    -3.273613e+00    -6.132344e+00
6.407176e+02    -3.192796e+00    -6.318282e+00
6.456542e+02    -3.112862e+00    -6.534085e+00
6.506289e+02    -3.034558e+00    -6.782774e+00
6.556418e+02    -2.958670e+00    -7.067752e+00
6.606934e+02    -2.886019e+00    -7.392857e+00
6.657840e+02    -2.817443e+00    -7.762438e+00
6.709137e+02    -2.753780e+00    -8.181441e+00
6.760830e+02    -2.695849e+00    -8.655521e+00
6.812921e+02    -2.644425e+00    -9.191196e+00
6.865413e+02    -2.600216e+00    -9.796021e+00
6.918310e+02    -2.563836e+00    -1.047883e+01
6.971614e+02    -2.535785e+00    -1.124997e+01
7.025329e+02    -2.516421e+00    -1.212158e+01
7.079458e+02    -2.505945e+00    -1.310758e+01
7.134004e+02    -2.504387e+00    -1.422301e+01
7.188970e+02    -2.511597e+00    -1.548136e+01
7.244360e+02    -2.527247e+00    -1.688596e+01
7.300176e+02    -2.550834e+00    -1.840648e+01
7.330000e+02    -2.566370e+00    -1.922621e+01
7.337500e+02    -2.570575e+00    -1.942822e+01
7.345000e+02    -2.574897e+00    -1.962720e+01
7.352500e+02    -2.579332e+00    -1.982233e+01
7.356423e+02    -2.581695e+00    -1.992256e+01
7.360000e+02    -2.583877e+00    -2.001273e+01
7.367500e+02    -2.588531e+00    -2.019742e+01
7.375000e+02    -2.593292e+00    -2.037541e+01
7.382500e+02    -2.598156e+00    -2.054560e+01
7.390000e+02    -2.603121e+00    -2.070689e+01
7.397500e+02    -2.608185e+00    -2.085814e+01
7.405000e+02    -2.613345e+00    -2.099820e+01
7.412500e+02    -2.618599e+00    -2.112596e+01
7.413102e+02    -2.619025e+00    -2.113565e+01
7.420000e+02    -2.623945e+00    -2.124035e+01
7.427500e+02    -2.629379e+00    -2.134037e+01
7.435000e+02    -2.634900e+00    -2.142515e+01
7.442500e+02    -2.640504e+00    -2.149396e+01
7.450000e+02    -2.646189e+00    -2.154621e+01
7.457500e+02    -2.651953e+00    -2.158152e+01
7.465000e+02    -2.657793e+00    -2.159970e+01
7.470219e+02    -2.661900e+00    -2.160226e+01
7.472500e+02    -2.663706e+00    -2.160079e+01
7.480000e+02    -2.669691e+00    -2.158502e+01
7.487500e+02    -2.675743e+00    -2.155282e+01
7.495000e+02    -2.681861e+00    -2.150480e+01
7.502500e+02    -2.688043e+00    -2.144175e+01
7.510000e+02    -2.694284e+00    -2.136457e+01
7.527776e+02    -2.709304e+00    -2.113123e+01
7.585776e+02    -2.760158e+00    -2.003622e+01
7.644223e+02    -2.813348e+00    -1.874336e+01
7.703120e+02    -2.867755e+00    -1.749333e+01
7.762471e+02    -2.922284e+00    -1.637294e+01
7.822280e+02    -2.975888e+00    -1.539955e+01
7.882549e+02    -3.027595e+00    -1.456630e+01
7.943282e+02    -3.076528e+00    -1.386002e+01
8.004484e+02    -3.121928e+00    -1.326756e+01
8.066157e+02    -3.163175e+00    -1.277779e+01
8.128305e+02    -3.199807e+00    -1.238198e+01
8.190932e+02    -3.231537e+00    -1.207384e+01
8.254042e+02    -3.258278e+00    -1.184925e+01
8.317638e+02    -3.280162e+00    -1.170619e+01
8.381724e+02    -3.297556e+00    -1.164459e+01
8.446303e+02    -3.311085e+00    -1.166634e+01
8.511380e+02    -3.321653e+00    -1.177531e+01
8.576959e+02    -3.330448e+00    -1.197743e+01
8.643043e+02    -3.338958e+00    -1.228079e+01
8.709636e+02    -3.348961e+00    -1.269558e+01
8.776742e+02    -3.362508e+00    -1.323368e+01
8.844365e+02    -3.381886e+00    -1.390698e+01
8.912509e+02    -3.409557e+00    -1.472282e+01
8.981179e+02    -3.448067e+00    -1.567191e+01
9.050377e+02    -3.499933e+00    -1.669946e+01
9.080000e+02    -3.526655e+00    -1.712775e+01
9.087917e+02    -3.534285e+00    -1.723749e+01
9.095833e+02    -3.542126e+00    -1.734442e+01
9.103750e+02    -3.550179e+00    -1.744804e+01
9.111667e+02    -3.558449e+00    -1.754787e+01
9.119583e+02    -3.566936e+00    -1.764337e+01
9.120108e+02    -3.567506e+00    -1.764954e+01
9.127500e+02    -3.575642e+00    -1.773400e+01
9.135417e+02    -3.584571e+00    -1.781921e+01
9.143333e+02    -3.593723e+00    -1.789842e+01
9.151250e+02    -3.603102e+00    -1.797108e+01
9.159167e+02    -3.612707e+00    -1.803662e+01
9.167083e+02    -3.622542e+00    -1.809450e+01
9.175000e+02    -3.632607e+00    -1.814420e+01
9.182917e+02    -3.642905e+00    -1.818523e+01
9.190377e+02    -3.652823e+00    -1.821557e+01
9.190833e+02    -3.653436e+00    -1.821716e+01
9.198750e+02    -3.664202e+00    -1.823958e+01
9.206667e+02    -3.675204e+00    -1.825218e+01
9.214583e+02    -3.686443e+00    -1.825468e+01
9.222500e+02    -3.697920e+00    -1.824690e+01
9.230417e+02    -3.709636e+00    -1.822874e+01
9.238333e+02    -3.721591e+00    -1.820016e+01
9.246250e+02    -3.733787e+00    -1.816122e+01
9.254167e+02    -3.746223e+00    -1.811206e+01
9.261187e+02    -3.757454e+00    -1.806009e+01
9.262083e+02    -3.758901e+00    -1.805290e+01
9.270000e+02    -3.771820e+00    -1.798402e+01
9.332543e+02    -3.882372e+00    -1.714857e+01
9.404449e+02    -4.027852e+00    -1.579271e+01
9.476908e+02    -4.193423e+00    -1.432091e+01
9.549926e+02    -4.377865e+00    -1.291256e+01
9.623506e+02    -4.579274e+00    -1.163421e+01
9.697654e+02    -4.795159e+00    -1.049900e+01
9.772372e+02    -5.022577e+00    -9.499507e+00
9.847667e+02    -5.258280e+00    -8.621810e+00
9.923541e+02    -5.498852e+00    -7.850962e+00
1.000000e+03    -5.740842e+00    -7.172968e+00
