100	-10.28339278	-2.861091744
103.0100334	-10.23168146	-2.866163008
106.0200669	-10.17921511	-2.871376526
109.0301003	-10.12603986	-2.876731608
112.0401338	-10.07220096	-2.882227548
115.0501672	-10.0177427	-2.887863625
118.0602007	-9.962708378	-2.8936391
121.0702341	-9.907140241	-2.89955322
124.0802676	-9.851079469	-2.905605215
127.090301	-9.794566138	-2.911794301
130.1003344	-9.737639193	-2.918119679
133.1103679	-9.680336435	-2.924580534
136.1204013	-9.622694508	-2.931176037
139.1304348	-9.564748889	-2.937905347
142.1404682	-9.506533885	-2.944767607
145.1505017	-9.448082635	-2.951761947
148.1605351	-9.389427114	-2.958887485
151.1705686	-9.330598138	-2.966143323
154.180602	-9.271625375	-2.973528555
157.1906355	-9.212537361	-2.981042258
160.2006689	-9.153361512	-2.988683502
163.2107023	-9.094124144	-2.99645134
166.2207358	-9.034850489	-3.004344817
169.2307692	-8.975564719	-3.012362967
172.2408027	-8.91628997	-3.020504812
175.2508361	-8.85704836	-3.028769365
178.2608696	-8.797861018	-3.037155626
181.270903	-8.738748107	-3.045662589
184.2809365	-8.67972885	-3.054289235
187.2909699	-8.620821559	-3.06303454
190.3010033	-8.562043656	-3.071897466
193.3110368	-8.503411707	-3.080876971
196.3210702	-8.444941443	-3.089972002
199.3311037	-8.386647788	-3.0991815
202.3411371	-8.328544888	-3.108504396
205.3511706	-8.270646136	-3.117939616
208.361204	-8.212964196	-3.127486078
211.3712375	-8.155511034	-3.137142694
214.3812709	-8.098297938	-3.146908368
217.3913043	-8.041335547	-3.156782
220.4013378	-7.984633874	-3.166762483
223.4113712	-7.92820233	-3.176848705
226.4214047	-7.872049745	-3.187039548
229.4314381	-7.816184397	-3.197333891
232.4414716	-7.76061403	-3.207730606
235.451505	-7.705345873	-3.218228563
238.4615385	-7.650386669	-3.228826627
241.4715719	-7.595742689	-3.239523658
244.4816054	-7.541419753	-3.250318516
247.4916388	-7.487423251	-3.261210054
250.5016722	-7.433758161	-3.272197125
253.5117057	-7.380429066	-3.283278577
256.5217391	-7.327440172	-3.294453259
259.5317726	-7.274795326	-3.305720015
262.541806	-7.22249803	-3.317077688
265.5518395	-7.170551459	-3.328525121
268.5618729	-7.118958471	-3.340061153
271.5719064	-7.067721631	-3.351684624
274.5819398	-7.016843215	-3.363394374
277.5919732	-6.966325228	-3.37518924
280.6020067	-6.916169419	-3.387068061
283.6120401	-6.866377288	-3.399029675
286.6220736	-6.816950102	-3.41107292
289.632107	-6.767888906	-3.423196635
292.6421405	-6.719194532	-3.43539966
295.6521739	-6.670867611	-3.447680834
298.6622074	-6.622908583	-3.460039001
301.6722408	-6.575317706	-3.472473002
304.6822742	-6.528095066	-3.484981682
307.6923077	-6.481240587	-3.497563888
310.7023411	-6.434754036	-3.510218469
313.7123746	-6.388635033	-3.522944273
316.722408	-6.342883062	-3.535740156
319.7324415	-6.297497472	-3.548604972
322.7424749	-6.25247749	-3.561537579
325.7525084	-6.207822225	-3.574536839
328.7625418	-6.163530674	-3.587601617
331.7725753	-6.11960173	-3.600730779
334.7826087	-6.076034188	-3.613923198
337.7926421	-6.032826747	-3.627177749
340.8026756	-5.989978023	-3.640493309
343.812709	-5.947486544	-3.653868762
346.8227425	-5.905350766	-3.667302995
349.8327759	-5.863569068	-3.680794898
352.8428094	-5.822139762	-3.694343368
355.8528428	-5.781061098	-3.707947304
358.8628763	-5.740331264	-3.721605612
361.8729097	-5.699948392	-3.7353172
364.8829431	-5.659910563	-3.749080984
367.8929766	-5.620215811	-3.762895884
370.90301	-5.580862121	-3.776760824
373.9130435	-5.541847439	-3.790674736
376.9230769	-5.503169672	-3.804636554
379.9331104	-5.464826691	-3.81864522
382.9431438	-5.426816333	-3.832699681
385.9531773	-5.389136407	-3.846798891
388.9632107	-5.351784691	-3.860941807
391.9732441	-5.314758941	-3.875127395
394.9832776	-5.278056888	-3.889354625
397.993311	-5.241676244	-3.903622475
401.0033445	-5.2056147	-3.917929928
404.0133779	-5.169869933	-3.932275972
407.0234114	-5.134439604	-3.946659604
410.0334448	-5.09932136	-3.961079827
413.0434783	-5.064512839	-3.975535649
416.0535117	-5.030011667	-3.990026087
